CAS RN,Chemical name,Australian Inventory of Industrial Chemicals (Inventory) listing,Safe Work Australia HCIS,ECHA Annex VI CLP,International Agency for Research on Cancer,United States National Toxicology Program Report on Carcinogens,European Commission Endocrine Disruptor Strategy,United Nations Environment Programme EDC,Government of Canada Toxic Substances List,ECHA Annex XIV,EU Substances of Very High Concern,Chemical Substance Control Law Japan,European Commission Endocrine Disruptor List,Date entry was added to the list
2104-64-5,O-ethyl O-4-nitrophenyl phenylphosphonothioate;  EPN,-,Aquatic (chronic) 1 H410,Aquatic Acute 1 H400; Aquatic Chronic 1 H410,-,-,-,-,-,-,-,-,-,01-July-2020
2104-96-3,"bromophos (ISO);  O-4-bromo-2,5-dichlorophenyl O,O-dimethyl phosphorothioate",-,Aquatic (chronic) 1 H410,Aquatic Acute 1 H400; Aquatic Chronic 1 H410,-,-,-,-,-,-,-,-,-,01-July-2020
2122-19-2,propylenethiourea,-,Reproductive toxicity 2 H361d,Repr. 2 H361d,-,-,-,-,-,-,-,-,-,01-July-2020
2136-99-4,"2,2',3,3',5,5',6,6'-octachlorobiphenyl",-,-,-,-,-,-,-,-,-,-,Class I,-,01-July-2020
2150-54-1,"2,7-Naphthalenedisulfonic acid, 3,3'-[(3,3'-dimethyl[1,1'-biphenyl]-4,4'-diyl)bis(azo)]bis[4,5-dihydroxy-, tetrasodium salt",Listed - public,Carcinogenicity 1B H350; Mutagenicity 2 H341,-,-,-,-,-,-,-,-,-,-,01-July-2020
2155-70-6,Tributan-1-ylstannyl methacrylate,-,-,-,-,-,Category 1,-,-,-,-,Class II,-,01-July-2020
2157-45-1,"tetrakis(2-methoxyethoxy)silane; tetra (2-methoxyethoxy) silane; tetrakis(2-methoxyethyl) orthosilicate; Silicic acid (H4SiO4), tetrakis(2-methoxyethyl) ester",Listed - Public,Reproductive toxicity 1B H360FD,-,-,-,-,-,-,-,-,-,-,24-September-2024
2164-08-1,"lenacil (ISO); 3-cyclohexyl-6,7-dihydro-1H-cyclopenta[d]pyrimidine-2,4(3H,5H)-dione",-,Carcinogenicity 2 H351; Aquatic (chronic) 1 H410,Carc. 2 H351; Aquatic Acute 1 H400; Aquatic Chronic H410,-,-,-,-,-,-,-,-,-,01-July-2020
2186-24-5,[(p-tolyloxy)methyl]oxirane,-,Mutagenicity 2 H341,Muta. 2 H341,-,-,-,-,-,-,-,-,-,01-July-2020
2186-25-6,[(m-tolyloxy)methyl]oxirane,-,Mutagenicity 2 H341,Muta. 2 H341,-,-,-,-,-,-,-,-,-,01-July-2020
2191-10-8,"Octanoic acid, cadmium salt",Listed - public,Carcinogenicity 1B H350; Mutagenicity 1B H340; Reproductive toxicity 1B H360FD,-,-,-,-,-,-,-,-,-,-,01-July-2020
2198-75-6,"1,3-Dichloronaphthalene",-,-,-,-,-,-,-,-,-,-,Class I,-,01-July-2020
2198-77-8,"2,7-Dichloronaphthalene",-,-,-,-,-,-,-,-,-,-,Class I,-,01-July-2020
2210-79-9,"2,3-epoxypropyl o-tolyl ether; Oxirane, [(2-methylphenoxy)methyl]-",Listed - public,Mutagenicity 2 H341,Muta. 2 H341,-,-,-,-,-,-,-,-,-,01-July-2020
2212-67-1,molinate (ISO);  S-ethyl 1-perhydroazepinecarbothioate;  S-ethyl perhydroazepine-1-carbothioate,-,Carcinogenicity 2 H351; Reproductive toxicity 2 H361f; Aquatic (chronic) 1 H410,Carc. 2 H351; Repr. 2 H361f; Aquatic Acute 1 H400; Aquatic Chronic 1 H410,-,-,-,-,-,-,-,-,-,01-July-2020
2217-33-6,"Butanoic acid, (tetrahydro-2-furanyl)methyl ester",Listed - Public,Reproductive toxicity 1B H360Df,-,-,-,-,-,-,-,-,-,-,24-September-2024
2223-93-0,"Octadecanoic acid, cadmium salt",Listed - public,Carcinogenicity 1B H350; Mutagenicity 1B H340; Reproductive toxicity 1B H360FD,-,-,-,-,-,-,-,-,-,-,01-July-2020
2223-95-2,"Octadecanoic acid, nickel(2+) salt",Listed - public,Carcinogenicity 1A H350; Mutagenicity 2 H341; Reproductive toxicity 1B H360D,Carc. 1A H350; Muta. 2 H341; Repr. 1B H360D; Aquatic Acute 1 H400; Aquatic Chronic 1 H410,-,-,-,-,-,-,-,-,-,01-July-2020
2234-13-1,Perchloronaphthalene,Listed - public,-,-,-,-,-,-,-,-,-,Class I,-,01-July-2020
2243-62-1,"1,5-naphthylenediamine",-,Carcinogenicity 2 H351; Aquatic (chronic) 1 H410,Carc. 2 H351; Aquatic Acute 1 H400; Aquatic Chronic H410,Group 3,-,-,-,-,-,-,-,-,01-July-2020
2244-21-5,"troclosene potassium; 1,3,5-Triazine-2,4,6(1H,3H,5H)-trione, 1,3-dichloro-, potassium salt",Listed - public,Aquatic (chronic) 1 H410,Aquatic Acute 1 H400; Aquatic Chronic 1 H410,-,-,-,-,-,-,-,-,-,01-July-2020
2260-59-2,"citric acid, nickel salt",-,-,Carc. 1A H350; Muta. 2 H341; Repr. 1B H360D; Aquatic Acute 1 H400; Aquatic Chronic 1 H410,-,-,-,-,-,-,-,-,-,01-July-2020
2275-14-1,"phenkapton (ISO);  S-(2,5-dichlorophenylthiomethyl) O,O-diethyl phosphorodithioate",-,Aquatic (chronic) 1 H410,Aquatic Acute 1 H400; Aquatic Chronic 1 H410,-,-,-,-,-,-,-,-,-,01-July-2020
2275-23-2,"vamidothion (ISO);  O,O-dimethyl S-2-(1-methylcarbamoylethylthio) ethyl phosphorothioate",-,Aquatic (acute) 1 H400,Aquatic Acute 1 H400,-,-,-,-,-,-,-,-,-,01-July-2020
2279-76-7,Tri-n-propyltin (TPrT),Listed - public,-,-,-,-,Category 1,-,-,-,-,-,-,01-July-2020
2302-17-2,sodium methyl [(4-aminophenyl)sulphonyl]carbamate;  sodium methyl (EZ)-sulfanilylcarbonimidate;  asulam-sodium,-,Aquatic (chronic) 1 H410,Aquatic Acute 1 H400; Aquatic Chronic 1 H410,-,-,-,-,-,-,-,-,-,01-July-2020
2303-16-4,"di-allate (ISO);  S-(2,3-dichloroallyl)-N,N-diisopropylthiocarbamate",-,Carcinogenicity 2 H351; Aquatic (chronic) 1 H410,Carc. 2 H351; Aquatic Acute 1 H400; Aquatic Chronic H410,Group 3,-,-,-,-,-,-,-,-,01-July-2020
2303-17-5,"tri-allate (ISO);  S-2,3,3-trichloroallyl diisopropylthiocarbamate",-,Aquatic (chronic) 1 H410,Aquatic Acute 1 H400; Aquatic Chronic 1 H410,-,-,-,-,-,-,-,-,-,01-July-2020
2310-17-0,"phosalone (ISO);  S-(6-chloro-2-oxobenzoxazolin-3-ylmethyl) O,O-diethyl phosphorodithioate",-,Aquatic (chronic) 1 H410,Aquatic Acute 1 H400; Aquatic Chronic 1 H410,-,-,-,-,-,-,-,-,-,01-July-2020
2312-35-8,propargite (ISO);  2-(4-tert-butylphenoxy) cyclohexyl prop-2-ynyl sulphite; 2-(4-tert-butylphenoxy) cyclohexyl prop-2-ynyl sulfite,-,Carcinogenicity 2 H351; Aquatic (chronic) 1 H410,Carc. 2 H351; Aquatic Acute 1 H400; Aquatic Chronic H410,-,-,-,-,-,-,-,-,-,01-July-2020
2312-76-7,"sodium salt of DNOC;  sodium 4,6-dinitro-o-cresolate",-,Aquatic (chronic) 1 H410,Aquatic Acute 1 H400; Aquatic Chronic 1 H410,-,-,-,-,-,-,-,-,-,01-July-2020
2314-97-8,trifluoroiodomethane;  trifluoromethyl iodide,Listed - public,Mutagenicity 2 H341,Muta. 2 H341,-,-,-,-,-,-,-,-,-,01-July-2020
2315-61-9,4-tert-Octylphenol diethoxylate,-,-,-,-,-,-,Identified EDC,-,Endocrine disrupting properties (Article 57(f) - environment),Endocrine disrupting properties (Article 57(f) - environment),-,-,01-July-2020
2315-67-5,2-(4-tert-Octylphenoxy)ethanol,-,-,-,-,-,-,Identified EDC,-,Endocrine disrupting properties (Article 57(f) - environment),Endocrine disrupting properties (Article 57(f) - environment),-,-,01-July-2020
2385-85-5,"Dodecachloropentacyclo[5.3.0.0(2,6).0(3,9).0(4,8)]decane",-,Carcinogenicity 2 H351; Reproductive toxicity 2 H361fd; Aquatic (chronic) 1 H410,Carc. 2 H351; Repr. 2 H361fd; Aquatic Acute 1 H400; Aquatic Chronic 1 H410,Group 2B,Reasonably anticipated to be a known human carcinogen,Category 1,-,Schedule 1,-,-,Class I,-,01-July-2020
2386-87-0,"7-Oxabicyclo[4.1.0]heptane-3-carboxylic acid, 7-oxabicyclo[4.1.0]hept-3-ylmethyl ester",Listed - public,Carcinogenicity 2 H351,-,-,-,-,-,-,-,-,-,-,01-July-2020
2390-59-2,"Ethanaminium, N-[4-[bis[4-(diethylamino)phenyl]methylene]-2,5-cyclohexadien-1-ylidene]-N-ethyl-, chloride",Listed - public,Carcinogenicity 2 H351,-,-,-,-,-,-,-,-,-,-,01-July-2020
2390-60-5,"Ethanaminium, N-[4-[[4-(diethylamino)phenyl][4-(ethylamino)-1-naphthalenyl]methylene]-2,5-cyclohexadien-1-ylidene]-N-ethyl-, chloride",Listed - public,Carcinogenicity 2 H351,-,-,-,-,-,-,-,-,-,-,01-July-2020
2395-00-8,Potassium pentadecafluorooctanoate,-,-,-,-,-,-,-,-,-,-,Class I,-,24-September-2024
2399-85-1,"Glycine, N,N-bis(carboxymethyl)-, tripotassium salt",Listed - public,Carcinogenicity 2 H351,-,-,-,-,-,-,-,-,-,-,01-July-2020
2420-98-6,"Hexanoic acid, 2-ethyl-, cadmium salt",Listed - public,Carcinogenicity 1B H350; Mutagenicity 1B H340; Reproductive toxicity 1B H360FD,-,-,-,-,-,-,-,-,-,-,01-July-2020
2425-06-1,"captafol (ISO);  1,2,3,6-tetrahydro-N-(1,1,2,2-tetrachloroethylthio)phthalimide",-,Carcinogenicity 1B H350; Aquatic (chronic) 1 H410,Carc. 1B H350; Aquatic Acute I H400; Aquatic Chronic 1 H410,Group 2A,Reasonably anticipated to be a known human carcinogen,-,-,-,-,-,-,-,01-July-2020
2425-10-7,"xylylcarb (ISO);  3,4-dimethylphenyl N-methylcarbamate;  3,4-xylyl methylcarbamate;  MPMC",-,Aquatic (chronic) 1 H410,Aquatic Acute 1 H400; Aquatic Chronic 1 H410,-,-,-,-,-,-,-,-,-,01-July-2020
2426-08-6,"butyl glycidyl ether;   butyl 2,3-epoxypropyl ether; Oxirane, (butoxymethyl)-",Listed - public,Carcinogenicity 2 H351; Mutagenicity 2 H341; Reproductive toxicity 2 H361f,Carc. 2 H351; Muta. 2 H341,Group 2B,-,-,-,Schedule 1,-,-,-,-,01-July-2020
2429-73-4,"2,7-Naphthalenedisulfonic acid, 5-amino-3-[[4'-[(7-amino-1-hydroxy-3-sulfo-2-naphthalenyl)azo][1,1'-biphenyl]-4-yl]azo]-4-hydroxy-, trisodium salt",Listed - public,Carcinogenicity 1B H350; Reproductive toxicity 2 H361,-,-,-,-,-,-,-,-,-,-,01-July-2020
2429-74-5,"2,7-Naphthalenedisulfonic acid, 3,3'-[(3,3'-dimethoxy[1,1'-biphenyl]-4,4'-diyl)bis(azo)]bis[5-amino-4-hydroxy-, tetrasodium salt",Listed - public,Carcinogenicity 1B H350; Mutagenicity 2 H341,-,Group 2B,-,-,-,-,-,-,-,-,01-July-2020
2429-82-5,"Benzoic acid, 5-[[4'-[(7-amino-1-hydroxy-3-sulfo-2-naphthalenyl)azo][1,1'-biphenyl]-4-yl]azo]-2-hydroxy-, disodium salt",Listed - public,Carcinogenicity 1B H350; Reproductive toxicity 2 H361,-,-,-,-,-,-,-,-,-,-,01-July-2020
2431-50-7,"2,3,4-trichlorobut-1-ene",-,Carcinogenicity 2 H351; Aquatic (chronic) 1 H410,Carc. 2 H351; Aquatic Acute 1 H400; Aquatic Chronic H410,-,-,-,-,-,-,-,-,-,01-July-2020
2437-29-8,"malachite green oxalate; Methanaminium, N-[4-[[4-(dimethylamino)phenyl]phenylmethylene]-2,5-cyclohexadien-1-ylidene]-N-methyl-, ethanedioate, ethanedioate (2:2:1)",Listed - public,Mutagenicity 2 H341; Reproductive toxicity 2 H361d; Aquatic (chronic) 1 H410,Repr. 2 H361D; Aquatic Acute 1 H400; Aquatic Chronic 1 H410,-,-,-,-,-,-,-,-,-,01-July-2020
2437-54-9,"1,4,6-Trichloronaphthalene",-,-,-,-,-,-,-,-,-,-,Class I,-,01-July-2020
2437-55-0,"1,4,5-Trichloronaphthalene",-,-,-,-,-,-,-,-,-,-,Class I,-,01-July-2020
2437-79-8,"2,2',4,4'-tetrachlorobiphenyl",-,-,-,-,-,Category 1,-,-,-,-,Class I,-,01-July-2020
2439-01-2,"quinomethionate;  chinomethionat (ISO);  6-methyl-1,3-dithiolo(4,5-b)quinoxalin-2-one",-,Reproductive toxicity 2 H361f; Aquatic (chronic) 1 H410,Repr. 2 H361f; Aquatic Acute 1 H400; Aquatic Chronic 1 H410,-,-,-,-,-,-,-,-,-,01-July-2020
2439-10-3,dodine (ISO);  dodecylguanidinium acetate,-,Aquatic (chronic) 1 H410,Aquatic Acute 1 H400; Aquatic Chronic 1 H410,-,-,-,-,-,-,-,-,-,01-July-2020
2451-62-9,"1,3,5-tris(oxiranylmethyl)-1,3,5-triazine-2,4,6(1H,3H,5H)-trione; TGIC",Listed - public,-,Muta. 1B H340,-,-,-,-,-,-,Mutagenic (Article 57b),-,-,01-July-2020
2465-27-2,"Benzenamine, 4,4'-carbonimidoylbis[N,N-dimethyl-, monohydrochloride",Listed - public,Carcinogenicity 2 H351,-,-,-,-,-,-,-,-,-,-,01-July-2020
2475-45-8,"1,4,5,8-tetraaminoanthraquinone; C.I. Disperse Blue 1; 9,10-Anthracenedione, 1,4,5,8-tetraamino-",Listed - public,Carcinogenicity 1B H350,Carc. 1B H350,Group 2B,Reasonably anticipated to be a known human carcinogen,-,-,-,-,-,-,-,01-July-2020
2497-07-6,"oxydisulfoton (ISO);  O, O-diethyl S-2-ethylsulphinylethyl phosphorodithioate; O, O-diethyl S-2-ethylsulfinylethyl phosphorodithioate",-,Aquatic (chronic) 1 H410,Aquatic Acute 1 H400; Aquatic Chronic 1 H410,-,-,-,-,-,-,-,-,-,01-July-2020
2497-59-8,"20-[4-(1,1,3,3-Tetramethylbutyl)phenoxy]-3,6,9,12,15,18-hexaoxaicosan-1-ol",-,-,-,-,-,-,Identified EDC,-,Endocrine disrupting properties (Article 57(f) - environment),Endocrine disrupting properties (Article 57(f) - environment),-,-,01-July-2020
2527-66-4,"1,2-Benzisothiazol-3(2H)-one, 2-methyl-",Listed - public,Aquatic (chronic) 1 H410,-,-,-,-,-,-,-,-,-,-,01-July-2020
2528-16-7,"1,2-Benzenedicarboxylic acid, mono(phenylmethyl) ester",Listed - public,Reproductive toxicity 1B H360Df,-,-,-,-,-,-,-,-,-,-,01-July-2020
2536-05-2,"Benzene, 1,1'-methylenebis[2-isocyanato-; 2,2'-methylenediphenyl diisocyanate; diphenylmethane-2,2'- diisocyanate",Listed - public,Carcinogenicity 2 H351,Carc. 2 H351,-,-,-,-,-,-,-,-,-,01-July-2020
2580-56-5,"Methanaminium, N-[4-[[4-(dimethylamino)phenyl][4-(phenylamino)-1-naphthalenyl]methylene]-2,5-cyclohexadien-1-ylidene]-N-methyl-, chloride",Listed - public,Carcinogenicity 2 H351,-,-,-,-,-,-,-,Carcinogenic (Article 57a),-,-,01-July-2020
2586-57-4,"1,3-Naphthalenedisulfonic acid, 4-amino-5-hydroxy-6-[[4'-[(2-hydroxy-1-naphthalenyl)azo]-3,3'-dimethoxy[1,1'-biphenyl]-4-yl]azo]-, disodium salt",Listed - public,Carcinogenicity 1B H350; Mutagenicity 2 H341,-,-,-,-,-,-,-,-,-,-,01-July-2020
2587-76-0,"Stannane, chlorotrioctyl-",Listed - Public,Reproductive toxicity 1B H360Df,-,-,-,-,-,-,-,-,-,-,24-September-2024
2593-15-9,"etridiazole (ISO); 5-ethoxy-3-trichloromethyl-1,2,4-thiadiazole",-,Carcinogenicity 2 H351; Aquatic (chronic) 1 H410,Carc. 2 H351; Aquatic Acute 1 H400; Aquatic Chronic H410,-,-,-,-,-,-,-,-,-,01-July-2020
2595-54-2,"mecarbam (ISO);  N-ethoxycarbonyl-N-methylcarbamoylmethyl O,O-diethyl phosphorodithioate",-,Aquatic (chronic) 1 H410,Aquatic Acute 1 H400; Aquatic Chronic 1 H410,-,-,-,-,-,-,-,-,-,01-July-2020
2597-03-7,phenthoate (ISO);  ethyl 2-(dimethoxyphosphinothioylthio)-2-phenylacetate,-,Aquatic (chronic) 1 H410,Aquatic Acute 1 H400; Aquatic Chronic 1 H410,-,-,-,-,-,-,-,-,-,01-July-2020
2602-46-2,"C.I. Direct Blue 6; tetrasodium 3,3'-[[1,1'-biphenyl]-4,4'-diylbis(azo)]bis[5-amino-4-hydroxynaphthalene-2,7-disulphonate]; 2,7-Naphthalenedisulfonic acid, 3,3'-[[1,1'-biphenyl]-4,4'-diylbis(azo)]bis[5-amino-4-hydroxy-, tetrasodium salt; tetrasodium 3,3'-[[1,1'-biphenyl]-4,4'-diylbis(azo)]bis[5-amino-4-hydroxynaphthalene-2,7-disulfonate]",Listed - public,Carcinogenicity 1B H350; Reproductive toxicity 2 H361,Carc. 1B H350; Repr. 2 H361d,Group 1,-,-,-,-,-,-,-,-,01-July-2020
2605-44-9,"Dodecanoic acid, cadmium salt",Listed - public,Carcinogenicity 1B H350; Mutagenicity 1B H340; Reproductive toxicity 1B H360FD,-,-,-,-,-,-,-,-,-,-,01-July-2020
2610-05-1,"1,3-Naphthalenedisulfonic acid, 6,6'-[(3,3'-dimethoxy[1,1'-biphenyl]-4,4'-diyl)bis(azo)]bis[4-amino-5-hydroxy-, tetrasodium salt",Listed - public,Carcinogenicity 1B H350; Mutagenicity 2 H341,-,-,-,-,-,-,-,-,-,-,01-July-2020
2631-37-0,promecarb (ISO);  3-isopropyl-5-methylphenyl N-methylcarbamate,-,Aquatic (chronic) 1 H410,Aquatic Acute 1 H400; Aquatic Chronic 1 H410,-,-,-,-,-,-,-,-,-,01-July-2020
2631-40-5,isoprocarb (ISO);  2-isopropylphenyl N-methylcarbamate,-,Aquatic (chronic) 1 H410,Aquatic Acute 1 H400; Aquatic Chronic 1 H410,-,-,-,-,-,-,-,-,-,01-July-2020
2634-33-5,"1,2-benzisothiazol-3(2H)-one;  1,2-benzisothiazolin-3-one",Listed - public,Aquatic (acute) 1 H400,Aquatic Acute 1 H400,-,-,-,-,-,-,-,-,-,01-July-2020
2636-26-2,"cyanophos (ISO);  O-4-cyanophenyl O,O-dimethyl phosphorothioate",-,Aquatic (chronic) 1 H410,Aquatic Acute 1 H400; Aquatic Chronic 1 H410,-,-,-,-,-,-,-,-,-,01-July-2020
2642-71-9,"azinphos-ethyl (ISO);  O,O-diethyl 4-oxobenzotriazin-3-ylmethyl phosphorodithioate",-,Aquatic (chronic) 1 H410,Aquatic Acute 1 H400; Aquatic Chronic 1 H410,-,-,-,-,-,-,-,-,-,01-July-2020
2646-17-5,"2-Naphthalenol, 1-[(2-methylphenyl)azo]-",Listed - public,Carcinogenicity 2 H351,-,Group 2B,-,-,-,-,-,-,-,-,01-July-2020
2682-20-4,"Methylisothiazolone; Isothiazolone, 2-methyl- ; 3-Methylisothiazolone; 2- Methylisothiazol-3(2H)-one",Listed - public,Aquatic (chronic) 1 H410,Aquatic Acute 1 H400; Aquatic Chronic 1 H410,-,-,-,-,-,-,-,-,-,01-July-2020
2687-25-4,"1,2-Benzenediamine, 3-methyl-",Listed - public,Mutagenicity 2 H341,-,-,-,-,-,-,-,-,-,-,01-July-2020
2687-91-4,N-ethyl-2-pyrrolidone; 1-ethylpyrrolidin-2-one,-,Reproductive toxicity 1B H360D,Repr. 1B H360D,-,-,-,-,-,-,-,-,-,01-July-2020
2687-96-9,1-dodecyl-2-pyrrolidone,Listed - public,Aquatic (chronic) 1 H410,Aquatic Acute 1 H400; Aquatic Chronic 1 H410,-,-,-,-,-,-,-,-,-,01-July-2020
2699-79-8,sulphuryl difluoride; sulfuryl difluoride,-,Aquatic (acute) 1 H400,Aquatic Acute 1 H400,-,-,-,-,-,-,-,-,-,01-July-2020
2706-90-3,"Pentanoic acid, nonafluoro-",Listed - public,Reproductive toxicity 2 H361d,-,-,-,-,-,-,-,-,-,-,01-July-2020
2720-73-2,"Carbonodithioic acid, O-pentyl ester, potassium salt",Listed - public,Reproductive toxicity 2 H361fd,-,-,-,-,-,-,-,-,-,-,01-July-2020
2720-75-4,"Carbonodithioic acid, O-(2-methylbutyl) ester, potassium salt",Listed - public,Reproductive toxicity 2 H361fd,-,-,-,-,-,-,-,-,-,-,01-July-2020
2720-76-5,"Carbonodithioic acid, O-hexyl ester, potassium salt",Listed - public,Reproductive toxicity 2 H361fd,-,-,-,-,-,-,-,-,-,-,01-July-2020
2781-10-4,"dibutyltin bis
(2-ethylhexanoate)",Listed - Public,Reproductive toxicity 1B H360FD; Mutagenicity 2 H341,Repr. 1B H360FD; Muta. 2 H341,-,-,-,-,-,-,-,-,-,24-September-2024
2782-57-2,"dichloro-1,3,5-triazinetrione;  dichloroisocyanuric acid",-,Aquatic (chronic) 1 H410,Aquatic Acute 1 H400; Aquatic Chronic 1 H410,-,-,-,-,-,-,-,-,-,01-July-2020
2784-94-3,HC Blue No. 1,Listed - public,-,-,Group 2B,-,-,-,-,-,-,-,-,01-July-2020
2795-39-3,"potassium perfluorooctanesulfonate; potassium heptadecafluorooctane-1-sulfonate; 1-Octanesulfonic acid, 1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluoro-, potassium salt",Listed - public,Carcinogenicity 2 H351; Reproductive toxicity 1B H360D; Reproductive toxicity (lactation) H362,Carc. 2 H351; Repr. 1B H360D; Lact. H362,-,-,-,-,-,-,-,Class I,-,01-July-2020
2797-51-5,"quinoclamine (ISO); 2-amino-3-chloro-1,4-naphthoquinone",-,-,Carc. 2 H351; Repr. 2 H361d; Aquatic Acute 1 H400; Aquatic Chronic 1 H410,-,-,-,-,-,-,-,-,-,24-September-2024
2832-40-8,"Acetamide, N-[4-[(2-hydroxy-5-methylphenyl)azo]phenyl]-",Listed - public,Carcinogenicity 2 H351; Mutagenicity 2 H341,Carc. 2 H351,Group 3,-,-,-,Schedule 1,-,-,-,-,01-July-2020
2835-98-5,"Phenol, 2-amino-5-methyl-",Listed - Public,Mutagenicity 2 H341,-,-,-,-,-,-,-,-,-,-,24-September-2024
2847-16-7,"Decanoic acid, cadmium salt",Listed - public,Carcinogenicity 1B H350; Mutagenicity 1B H340; Reproductive toxicity 1B H360FD,-,-,-,-,-,-,-,-,-,-,01-July-2020
2893-78-9,"troclosene sodium; 1,3,5-Triazine-2,4,6(1H,3H,5H)-trione, 1,3-dichloro-, sodium salt",Listed - public,Aquatic (chronic) 1 H410,Aquatic Acute 1 H400; Aquatic Chronic 1 H410,-,-,-,-,-,-,-,-,-,01-July-2020
2917-31-9,"Copper(II) bis(2,3,4,5,6-pentachlorophenolate)",-,-,-,-,-,-,-,-,-,-,Class I,-,01-July-2020
2917-32-0,Zinc bis(pentachlorophenolate),-,-,-,-,-,-,-,-,-,-,Class I,-,01-July-2020
2921-88-2,"chlorpyrifos (ISO);  O,O-diethyl O-3,5,6-trichloro-2-pyridyl phosphorothioate",-,Aquatic (chronic) 1 H410,Aquatic Acute 1 H400; Aquatic Chronic 1 H410,-,-,-,-,-,-,-,-,-,01-July-2020
2973-10-6,Diisopropyl sulfate,-,-,-,Group 2B,-,-,-,-,-,-,-,-,01-July-2020
2974-90-5,"3,4'-dichlorobiphenyl",-,-,-,-,-,-,-,-,-,-,Class I,-,01-July-2020
2974-92-7,"3,4-dichlorobiphenyl",-,-,-,-,-,-,-,-,-,-,Class I,-,01-July-2020
2980-64-5,"ammonium salt of DNOC;  ammonium 4,6-dinitro-o-tolyl oxide",-,Aquatic (chronic) 1 H410,Aquatic Acute 1 H400; Aquatic Chronic 1 H410,-,-,-,-,-,-,-,-,-,01-July-2020
3006-10-8,"mecetronium etilsulfate; N-ethyl-N,N-dimethylhexadecan-1-aminium ethyl sulfate; mecetronium ethyl sulphate; [MES]",Listed - Public,Aquatic (chronic) 1 H410,Aquatic Chronic 1 H410,-,-,-,-,-,-,-,-,-,24-September-2024
3011-61-8,"Phenol, 2-methyl-4,6-dinonyl-",Listed - Public,Reproductive toxicity 2 H361fd,-,-,-,-,-,-,-,-,-,-,24-September-2024
3017-60-5,"Thiocyanic acid, cobalt(2+) salt",Listed - public,Carcinogenicity 1B H350; Reproductive toxicity 1B H360F,-,-,-,-,-,-,-,-,-,-,01-July-2020
3026-22-0,"Benzoic acid, cadmium salt",Listed - public,Carcinogenicity 1B H350; Mutagenicity 1B H340; Reproductive toxicity 1B H360FD,-,-,-,-,-,-,-,-,-,-,01-July-2020
3030-80-6,"2-mercaptobenzimidazole, zinc salt; zinc(II) 1H-benzo[d]imidazole-2-thiolate; 2-Benzimidazolethiol, zinc salt (ZnMBI); 2H-Benzimidazole-2-thione, 1,3-dihydro-, zinc salt (2:1)",Listed - Public,Reproductive toxicity 2 H361f,-,-,-,-,-,-,-,-,-,-,24-September-2024
3033-29-2,"Dioctyltin 3-mercaptopropionate-O,S; 6H-1,3,2-Oxathiastannin-6-one, dihydro-2,2-dioctyl-",Listed - Public,Reproductive toxicity 2 H361d,-,-,-,-,-,-,-,-,-,-,24-September-2024
3033-77-0,"2,3-epoxypropyltrimethylammonium chloride ...%; glycidyl trimethylammonium chloride ...%; Oxiranemethanaminium, N,N,N-trimethyl-, chloride",Listed - public,Carcinogenicity 1B H350; Mutagenicity 2 H341; Reproductive toxicity 2 H361f,Carc. 1B H350; Muta. 2 H341; Repr. 2 H361f,-,-,-,-,-,-,-,-,-,01-July-2020
3050-88-2,"Phenol, 4-nonyl-, phosphite (3:1)",Listed - public,-,-,-,-,-,-,-,-,Endocrine disrupting properties (Article 57(f) - environment),-,-,01-July-2020
3068-88-0,"2-Oxetanone, 4-methyl-",Listed - public,Carcinogenicity 2 H351,-,Group 2B,-,-,-,-,-,-,-,-,01-July-2020
3090-35-5,"Stannane, tributyl[(1-oxo-9-octadecenyl)",-,-,-,-,-,Category 1,-,-,-,-,-,-,01-July-2020
3091-25-6,"Stannane, trichlorooctyl-",Listed - Public,Reproductive toxicity 2 H361f,-,-,-,-,-,-,-,-,-,-,24-September-2024
3091-32-5,chlorotricyclohexylstannane,-,Aquatic (chronic) 1 H410,Aquatic Acute 1 H400; Aquatic Chronic 1 H410,-,-,-,-,-,-,-,-,-,01-July-2020
3100-36-5,reaction mass of cis- and trans-cyclohexadec-8-en-1-one,Listed - public,Aquatic (chronic) 1 H410,Aquatic Acute 1 H400; Aquatic Chronic 1 H410,-,-,-,-,-,-,-,-,-,01-July-2020
3108-42-7,ammonium nonadecafluorodecanoate,-,Carcinogenicity 2 H351; Reproductive toxicity 1B H360Df; Reproductive toxicity (lactation) H362,Carc. 2 H351; Repr. 1B H360Df; Lact. H362,-,-,-,-,-,-,Toxic for reproduction (Article 57c); PBT (Article 57d),-,-,01-July-2020
3121-61-7,2-methoxyethyl acrylate,Listed - Public,Reproductive toxicity 1B H360FD; Mutagenicity 2 H341,Repr. 1B H360FD; Muta. 2 H341,-,-,-,-,-,-,-,-,-,24-September-2024
3164-85-0,"Hexanoic acid, 2-ethyl-, potassium salt",Listed - Public,Reproductive toxicity 2 H361,-,-,-,-,-,-,-,-,-,-,24-September-2024
3165-93-3,"4-chloro-o-toluidine hydrochloride; Benzenamine, 4-chloro-2-methyl-, hydrochloride",Listed - public,Carcinogenicity 1B H350; Mutagenicity 2 H341; Aquatic (chronic) 1 H410,Carc. 1B H350; Muta. 2 H341; Aquatic Acute 1 H400; Aquatic Chronic 1 H410,-,Reasonably anticipated to be a known human carcinogen,-,-,-,-,-,-,-,01-July-2020
